1	55
1	205
1	272
1	494
1	779
1	894
3	1
3	28
3	147
3	272
3	407
3	674
3	884
27	63
27	173
28	202
28	327
28	353
28	407
28	429
28	441
28	492
28	545
32	440
32	624
32	797
32	920
34	151
34	277
34	502
34	866
45	48
45	79
45	335
45	496
45	601
45	674
45	765
46	117
46	196
46	257
46	268
48	45
48	79
48	496
55	1
55	170
55	205
55	252
55	272
55	779
55	883
55	894
61	797
63	27
63	125
63	173
70	101
70	132
70	240
70	425
70	447
72	407
72	674
72	857
79	45
79	48
79	335
79	496
79	601
79	674
79	765
80	120
80	285
80	468
80	601
85	190
85	213
85	214
85	335
85	603
85	605
85	765
92	468
92	845
101	70
101	119
101	122
101	132
101	240
101	343
101	364
101	425
101	447
117	1
117	46
117	196
117	205
117	252
117	257
117	265
117	268
117	272
117	364
117	407
117	465
117	494
117	587
117	883
117	894
119	101
119	122
119	132
119	240
119	425
119	447
120	80
120	285
120	488
122	101
122	119
122	255
122	425
122	447
124	471
124	970
125	92
125	248
125	325
125	468
125	491
125	622
125	624
125	797
125	960
132	70
132	101
132	119
132	122
132	240
132	425
132	447
134	388
134	492
134	496
147	1
147	3
147	28
147	72
147	184
147	272
147	353
147	407
147	674
147	884
151	34
151	38
151	201
151	277
151	452
151	502
151	634
151	642
151	691
151	694
151	753
151	866
151	869
156	694
159	38
159	642
165	498
170	1
170	55
170	205
170	779
170	883
170	894
173	27
173	63
173	1332
184	327
184	429
184	441
190	85
190	213
190	214
190	272
196	46
196	117
196	252
196	268
196	364
200	480
200	845
201	34
201	38
201	245
201	502
201	642
201	691
201	753
201	869
202	28
202	170
202	407
202	545
202	883
205	1
205	55
205	117
205	170
205	265
205	272
205	494
205	587
205	691
205	779
205	883
205	894
211	242
211	468
211	845
213	190
213	214
214	190
214	213
214	603
219	605
222	248
222	343
222	867
232	492
232	798
240	70
240	101
240	119
240	132
240	327
240	425
240	447
242	211
242	468
242	845
245	325
245	440
245	634
245	691
245	753
245	869
245	959
248	222
248	564
248	694
252	55
252	117
252	196
252	265
252	272
252	364
252	779
255	275
257	46
257	268
257	364
265	117
265	170
265	196
265	205
265	252
265	494
265	587
265	883
265	894
268	46
268	117
268	196
268	257
268	364
272	1
272	55
272	170
272	190
272	205
272	214
272	441
272	494
272	587
272	779
272	883
275	255
275	312
275	612
277	34
277	151
277	502
277	634
277	691
277	866
285	80
285	120
285	232
285	488
285	492
312	275
312	612
325	125
325	245
325	622
325	624
325	769
325	797
325	959
327	27
327	28
327	119
327	184
327	353
327	407
327	429
327	441
335	45
335	79
335	765
343	101
343	222
343	867
353	28
353	46
353	122
353	407
353	425
364	117
364	196
364	252
364	257
364	268
366	974
388	45
388	79
388	134
388	335
388	492
388	496
388	603
388	765
407	3
407	28
407	72
407	147
407	184
407	202
407	327
407	353
407	429
407	441
407	545
407	674
407	884
425	70
425	101
425	119
425	122
425	132
425	240
425	343
425	353
425	441
425	447
429	28
429	119
429	184
429	327
429	353
429	407
429	441
440	32
440	245
440	605
440	797
440	920
441	28
441	184
441	272
441	327
441	407
441	429
441	447
447	70
447	101
447	119
447	122
447	132
447	240
447	425
447	441
452	85
452	634
452	691
452	869
452	1332
465	486
465	531
465	857
468	80
468	92
468	125
468	211
468	242
468	601
468	845
471	124
471	970
480	200
480	771
486	465
486	531
488	48
488	120
488	285
491	219
491	520
491	576
491	605
492	28
492	120
492	134
492	232
492	285
492	388
492	447
492	488
492	496
494	1
494	117
494	205
494	265
494	272
494	587
494	883
494	894
496	45
496	48
496	79
496	85
496	134
496	388
496	492
496	603
498	165
498	857
502	151
502	277
502	691
502	866
502	869
520	219
520	491
520	576
520	605
531	465
531	486
531	691
545	28
545	202
545	407
564	577
564	694
576	219
576	491
576	520
576	605
577	564
577	694
587	117
587	265
587	272
587	494
587	883
601	45
601	79
601	80
601	134
601	200
601	388
601	603
603	85
603	214
603	335
603	388
603	496
603	765
605	85
605	201
605	219
605	520
605	576
612	275
612	312
622	125
622	452
622	624
622	769
622	797
622	798
622	959
622	960
624	125
624	245
624	325
624	452
624	491
624	622
624	769
624	797
624	798
624	960
634	691
634	869
634	1332
642	151
642	201
642	452
642	634
642	691
642	866
642	869
674	3
674	45
674	72
674	79
674	147
674	407
691	205
691	245
691	452
691	502
691	531
691	634
691	642
691	869
691	883
691	1332
694	564
694	577
753	201
753	245
765	45
765	79
765	335
769	125
769	245
769	325
769	452
769	622
769	624
769	797
769	959
769	960
771	200
771	480
779	1
779	48
779	55
779	170
779	205
779	252
779	272
779	883
779	894
797	125
797	325
797	622
797	624
797	959
798	605
798	960
845	80
845	92
845	200
845	211
845	242
845	468
857	55
857	72
857	465
857	498
857	779
866	34
866	151
866	452
866	502
866	634
866	642
866	691
866	753
866	869
867	222
867	343
869	245
869	634
869	691
869	1332
883	1
883	55
883	117
883	170
883	205
883	252
883	265
883	272
883	494
883	587
883	779
883	894
883	1401
884	3
884	272
894	1
894	55
894	117
894	170
894	205
894	265
894	272
894	494
894	587
894	779
894	883
920	32
920	440
920	797
959	245
959	325
959	622
959	624
959	769
959	797
960	622
960	798
970	124
970	471
974	366
974	1485
1228	642
1228	1401
1228	1519
1332	452
1332	634
1332	691
1332	869
1332	1401
1332	1519
1401	642
1401	1228
1401	1332
1401	1519
1485	974
1519	642
1519	1228
1519	1332
1519	1401
1519	1594
1519	1828
1594	1519
1594	1828
1828	1519
1828	1594
